"<img src=""Front"">"	Thai	Phonetic	Translation	Grammar	Vocabulary	Audio	Module
"<img src=""To the Moon and Back_S01E16_Episode 16.th.closedcaptions_00h13m53s440ms-00h13m57s040ms.avif"">"	ส่วนเรื่องอารมณ์และความรู้สึก - เป็นหน้าที่ของเราที่เราต้องจัดการตัวเอง	sùuan rʉ̂ʉang aa-rom lɛ́ khwaam-rúu-sʉ̀k - pen nâa-thîi khɔ̌ɔng rao thîi rao dtɔ̂ng jàt-gaan dtua-eeng	Emotions and feelings - are to be managed.	เรื่องอารมณ์และความรู้สึก: matter of emotions and feelings. Topic + abstract pair	จัดการ (jàt-gaan): manage; หน้าที่ (nâa-thîi): duty	[sound:To the Moon and Back_S01E16_Episode 16.th.closedcaptions_00h13m53s440ms-00h13m57s040ms.ogg]	3.4
"<img src=""Answer for Heaven_S01E05_Jealousy.th.closedcaptions_00h13m10s125ms-00h13m14s885ms.avif"">"	ไม่เห็นต้องทำอะไรเลย อยู่เฉยๆ - แล้วก็ใช้ความเป็นผู้หญิงให้เป็นประโยชน์	mâi hěn dtɔ̂ng tam à-rai ləəi yùu chə̌əi-chə̌əi - lɛ́ɛo gɔ̂ɔ chái khwaam-pen phûu-yǐng hâi pen bprà-yòot	Nothing. Just put your femininity - into good use.	ความเป็นผู้หญิง: femininity. Abstract identity/essence concept	ความเป็นผู้หญิง (khwaam-pen phûu-yǐng): femininity; ใช้...ให้เป็นประโยชน์ (chái...hâi pen bprà-yòot): use beneficially	[sound:Answer for Heaven_S01E05_Jealousy.th.closedcaptions_00h13m10s125ms-00h13m14s885ms.ogg]	3.4
"<img src=""Remember You_S01E03_Missing Evidence.th.closedcaptions_00h31m54s720ms-00h31m57s840ms.avif"">"	นั่นหมายความว่าทีมจะถูกยุบเมื่อไหร่ก็ได้ - ทันทีที่ทำผิดพลาดใช่ไหมครับ	nân mǎai-khwaam wâa thiim jà thùuk yúp mʉ̂a-rài gɔ̂ɔ dâai - than-thii thîi tam phìt-phlâat châi mái khráp	Does it mean that one mistake - can get your team disbanded?	นั่นหมายความว่า: that means that. Demonstrative + semantic nominalization	ยุบ (yúp): disband; ผิดพลาด (phìt-phlâat): mistake	[sound:Remember You_S01E03_Missing Evidence.th.closedcaptions_00h31m54s720ms-00h31m57s840ms.ogg]	3.4
"<img src=""The Underclass_S01E01_F Class.th.subtitles_00h01m37s120ms-00h01m40s480ms.avif"">"	ก็อย่างที่บอกไปว่าโรงเรียนของเรา - มุ่งเน้นความเป็นที่หนึ่งของนักเรียน	gɔ̂ɔ yàang thîi bɔ̀ɔk pai wâa roong-riian khɔ̌ɔng rao - mûng-nén khwaam-pen thîi-nʉ̀ng khɔ̌ɔng nák-riian	As I said, our school aims to make - its students be the best among all.	ความเป็นที่หนึ่ง: being number one. Abstract excellence/supremacy	มุ่งเน้น (mûng-nén): focus on; ที่หนึ่ง (thîi-nʉ̀ng): number one	[sound:The Underclass_S01E01_F Class.th.subtitles_00h01m37s120ms-00h01m40s480ms.ogg]	3.4
"<img src=""Answer for Heaven_S01E11_Benefit.th.closedcaptions_00h05m59s605ms-00h06m05s085ms.avif"">"	ว่ามนุษย์สามารถแยกแยะความดี ความชั่ว - หรือสิ่งไหนควร ไม่ควรออกจากกันได้ยังไง	wâa má-nút sǎa-mâat yɛ̂ɛk-yɛ́ khwaam-dii khwaam-chûua - rʉ̌ʉ sìng nǎi khuuan mâi-khuuan ɔ̀ɔk jàak gan dâai yang-ngai	how humans distinguish the good from the bad, the right from the wrong.	ความดี ความชั่ว: goodness and evil. Abstract moral concepts	แยกแยะ (yɛ̂ɛk-yɛ́): distinguish; ควร (khuuan): should	[sound:Answer for Heaven_S01E11_Benefit.th.closedcaptions_00h05m59s605ms-00h06m05s085ms.ogg]	3.4
"<img src=""Oh My Ghost_S01E11_Episode 11.th.closedcaptions_00h10m16s245ms-00h10m20s205ms.avif"">"	ไอ้จิ๋วมันก็แค่เด็กล้างจานอ่ะ แต่ - ความสำเร็จของร้าน ผมนี่เต็มๆ เลยนะครับเชฟ	âi-jǐu man gɔ̂ɔ kɛ̂ɛ dèk láang-jaan à dtɛ̀ɛ - khwaam-sǎm-rèt khɔ̌ɔng ráan pǒm nîi dtem-dtem ləəi ná khráp chéep	Jiw is just the scullion, but the bistro's success was all because of me!	ความสำเร็จ: success. Achievement abstraction	จิ๋ว (jǐu): nickname; ล้างจาน (láang-jaan): dishwasher	[sound:Oh My Ghost_S01E11_Episode 11.th.closedcaptions_00h10m16s245ms-00h10m20s205ms.ogg]	3.4
"<img src=""Answer for Heaven_S01E09_Delusion Part 2.th.closedcaptions_00h40m19s365ms-00h40m26s365ms.avif"">"	พระอาทิตย์ของแก้วก็ ต้องอบอุ่น สว่าง - และก็ทำให้แก้วรู้สึกถึงความหวังน่ะค่ะ	prá-aa-tít khɔ̌ɔng gɛ̂ɛo gɔ̂ɔ dtɔ̂ng ɔ̀p-ùn sàwàang - lɛ́ gɔ̂ɔ tam hâi gɛ̂ɛo rúu-sʉ̀k tʉ̌ng khwaam-wǎng nâ khâ	My sun has to be warm, bright, and give me hope.	ความหวัง: hope. Abstract aspiration concept	อบอุ่น (ɔ̀p-ùn): warm; สว่าง (sàwàang): bright	[sound:Answer for Heaven_S01E09_Delusion Part 2.th.closedcaptions_00h40m19s365ms-00h40m26s365ms.ogg]	3.4
"<img src=""Mon-rak Transistor 2001 - H264 AAC.th.closedcaptions_01h28m54s250ms-01h28m57s875ms.avif"">"	[เสียงลูกน้องเสือฝ้าย] พี่ พี่ไม่มีความสุข - เอากางเกงในของพี่ไปอยู่กับพี่นะ	[sǐiang lûuk-nɔ́ɔng sʉ̌ʉa-fâai] pîi pîi mâi-mii khwaam-sùk - ao gaang-geeng-nai khɔ̌ɔng pîi bpai yùu gàp pîi ná	Don't you know how deeply I feel for you?	ไม่มีความสุข: unhappy. Negated emotional state	ลูกน้อง (lûuk-nɔ́ɔng): subordinate; เสือฝ้าย (sʉ̌ʉa-fâai): name	[sound:Mon-rak Transistor 2001 - H264 AAC.th.closedcaptions_01h28m54s250ms-01h28m57s875ms.ogg]	3.4
"<img src=""Answer for Heaven_S01E07_Lost Part 2.th.closedcaptions_00h28m38s685ms-00h28m44s245ms.avif"">"	จริงๆ แล้ว ทุกคนอาจจะแสวงหาความดีอยู่ก็ได้ - ในใจลึกๆ ใครจะไปรู้ ไม่ดีใจเหรอ	jing-jing lɛ́ɛo túk-khon àat jà sàwɛ̌ɛng-hǎa khwaam-dii yùu gɔ̂ɔ dâai - nai jai lʉ́k-lʉ́k khrai jà bpai rúu mâi dii-jai rə̌ə	Actually, maybe they're still searching for goodness. Who knows deep inside?	ความดี: goodness. Abstract moral quality	แสวงหา (sàwɛ̌ɛng-hǎa): seek; ในใจลึกๆ (nai jai lʉ́k-lʉ́k): deep inside	[sound:Answer for Heaven_S01E07_Lost Part 2.th.closedcaptions_00h28m38s685ms-00h28m44s245ms.ogg]	3.4
"<img src=""Answer for Heaven_S01E08_Delusion Part 1.th.closedcaptions_00h23m42s605ms-00h23m48s365ms.avif"">"	อีกอย่าง แก้วว่า พี่แอ๊ดนี่เขาน่าจะต้องการ - ความช่วยเหลือมากกว่าแก้วนะคะ	ìik-yàang gɛ̂ɛo wâa pîi-ɛ́t nîi kǎo nâa jà dtɔ̂ng-gaan - khwaam-chûuai-lʉ̌ʉa mâak gwàa gɛ̂ɛo ná khá	Besides, I think Ad needs your help more than I do.	ความช่วยเหลือ: help/assistance. Support abstraction	อีกอย่าง (ìik-yàang): besides; น่าจะ (nâa jà): probably	[sound:Answer for Heaven_S01E08_Delusion Part 1.th.closedcaptions_00h23m42s605ms-00h23m48s365ms.ogg]	3.4
"<img src=""Let's Fight Ghost_S01E12_Episode 12.th.closedcaptions_00h13m19s600ms-00h13m23s840ms.avif"">"	นี่ ยินดีด้วยนะครับ รุ่นน้องอ๊อฟ - ที่จะได้สานต่อความรักอย่างมีความสุข	nîi yin-dii dûuai ná khráp rûn-nɔ́ɔng ɔ́ɔp - thîi jà dâai sǎan-dtɔ̀ɔ khwaam-rák yàang mii khwaam-sùk	Listen. Congratulations, Off. You can be together happily ever after.	ความรัก: love. Romantic abstraction; ความสุข: happiness	ยินดีด้วย (yin-dii dûuai): congratulations; สานต่อ (sǎan-dtɔ̀ɔ): continue	[sound:Let's Fight Ghost_S01E12_Episode 12.th.closedcaptions_00h13m19s600ms-00h13m23s840ms.ogg]	3.4
"<img src=""Tunnel_S01E04_Episode 4.th.subtitles_00h20m31s320ms-00h20m34s640ms.avif"">"	เจ๋งๆ ทั้งนั้น ส่วนหนึ่งมันมาจาก - การแต่งตัวเพื่อสร้างความรู้สึกครับ	jěng-jěng tháng nán sùuan-nʉ̀ng man maa jàak - gaan dtɛ̀ng-tuua phʉ̂ʉa sâang khwaam-rúu-sʉ̀k khráp	They are all awesome. How he dresses must have inspired him.	ความรู้สึก: feeling/emotion. Emotional state abstraction	เจ๋ง (jěng): cool; แต่งตัว (dtɛ̀ng-tuua): dress up	[sound:Tunnel_S01E04_Episode 4.th.subtitles_00h20m31s320ms-00h20m34s640ms.ogg]	3.4
"<img src=""Sing Again_S01E04_Episode 4.th.closedcaptions_00h40m51s520ms-00h40m55s800ms.avif"">"	จะว่าไปแล้ว จริงๆ ก็มีความเชื่อ - อยู่อย่างหนึ่งนะคะ สำหรับคนที่มีคู่	jà wâa bpai lɛ́ɛo jing-jing gɔ̂ɔ mii khwaam-chʉ̂ʉa - yùu yàang-nʉ̀ng ná khá sǎm-ràp khon thîi mii khûu	Speaking of which, there's this superstition among couples	ความเชื่อ: belief/faith. Abstract conviction	จะว่าไปแล้ว (jà wâa bpai lɛ́ɛo): speaking of which; คู่ (khûu): couple	[sound:Sing Again_S01E04_Episode 4.th.closedcaptions_00h40m51s520ms-00h40m55s800ms.ogg]	3.4
"<img src=""Analog Squad_S01E02_Let's make a trip.th.closedcaptions_00h35m31s666ms-00h35m34s625ms.avif"">"	[บุ้ง] หรือว่าการโกหก - เพื่อให้คนอื่นมีความสุข มันก็ได้เหมือนกันวะ	[bûng] rʉ̌ʉ wâa gaan goo-hòk - phʉ̂ʉa hâi khon ʉ̀ʉn mii khwaam-sùk man gɔ̂ɔ dâai mʉ̌ʉan-gan wá	Maybe it's okay to lie to make other people happy, I guess?	มีความสุข: be happy. Positive emotional state	โกหก (goo-hòk): lie; เหมือนกัน (mʉ̌ʉan-gan): as well	[sound:Analog Squad_S01E02_Let's make a trip.th.closedcaptions_00h35m31s666ms-00h35m34s625ms.ogg]	3.4
"<img src=""I Need Romance_S01E04_Episode 4.th.closedcaptions_00h10m16s440ms-00h10m20s080ms.avif"">"	[เปรียว] เดตแบบนั้นน่ะ ทั้งเสียเงิน - เสียเวลา แล้วก็เสียความรู้สึก	[bpriiao] dèet bɛ̀ɛp nán nâ tháng sǐia ngəən - sǐia wee-laa lɛ́ɛo gɔ̂ɔ sǐia khwaam-rúu-sʉ̀k	Relationships like that are a waste of money, time, and feelings.	เสียความรู้สึก: waste feelings. Emotional loss concept	เดต (dèet): date; เสีย (sǐia): waste/lose	[sound:I Need Romance_S01E04_Episode 4.th.closedcaptions_00h10m16s440ms-00h10m20s080ms.ogg]	3.4
"<img src=""I Need Romance_S01E04_Episode 4.th.closedcaptions_00h20m39s680ms-00h20m42s880ms.avif"">"	[ณใจ] เหมือนกับ เหมือนใจคิดว่า - มันควรจะเป็นความรักครั้งใหม่ของใจ	[ná-jai] mʉ̌ʉan gàp mʉ̌ʉan jai khít wâa - man khuuan jà bpen khwaam-rák khráng mài khɔ̌ɔng jai	I feel like this is supposed to be my new chance at love.	ความรักครั้งใหม่: new love. Fresh romantic beginning	เหมือนกับ (mʉ̌ʉan gàp): like; ครั้งใหม่ (khráng mài): new time	[sound:I Need Romance_S01E04_Episode 4.th.closedcaptions_00h20m39s680ms-00h20m42s880ms.ogg]	3.4
"<img src=""Remember You_S01E15_Brothers.th.closedcaptions_00h45m36s280ms-00h45m40s920ms.avif"">"	[ก้อง] สุดท้ายเนี่ย อนาคตของพวกนาย - จะจบอย่างมีความสุขได้จริงเหรอ	[gɔ̂ɔng] sùt-tháai nîia à-naa-khót khɔ̌ɔng phûuak naai - jà jòp yàang mii khwaam-sùk dâai jing rə̌ə	In the end, can you guys really have a happy ending?	จบอย่างมีความสุข: happy ending. Positive conclusion	สุดท้าย (sùt-tháai): finally; อนาคต (à-naa-khót): future	[sound:Remember You_S01E15_Brothers.th.closedcaptions_00h45m36s280ms-00h45m40s920ms.ogg]	3.4
"<img src=""Oh My Ghost_S01E06_Episode 6.th.closedcaptions_00h25m32s325ms-00h25m35s605ms.avif"">"	[พอล] ราวกับว่า 2 คนนั้น - กำลังมีความรักกันอย่างไงอย่างงั้นเลยครับ	[phɔɔn] raao gàp wâa sɔ̌ɔng khon nán - gam-lang mii khwaam-rák gan yàang-ngai yàang-ngán ləəi khráp	as if they were both in love.	มีความรักกัน: be in love together. Mutual affection	ราวกับว่า (raao gàp wâa): as if; กำลัง (gam-lang): currently	[sound:Oh My Ghost_S01E06_Episode 6.th.closedcaptions_00h25m32s325ms-00h25m35s605ms.ogg]	3.4
"<img src=""To the Moon and Back_S01E18_Episode 18.th.closedcaptions_00h54m10s920ms-00h54m16s760ms.avif"">"	คือ เกรซเลี้ยงมาตาเขามาแบบ - ให้อิสระทางความคิด ทางการแสดงน่ะค่ะ	khʉʉ grèet líiang maa-taa kǎo maa bɛ̀ɛp - hâi ìt-sà-rà thaang khwaam-khít thaang gaan sà-dɛɛng nâ khâ	I raised Mata with liberty in her thoughts and expressions.	อิสระทางความคิด: freedom of thought. Intellectual liberty	อิสระ (ìt-sà-rà): freedom; การแสดง (gaan sà-dɛɛng): expression	[sound:To the Moon and Back_S01E18_Episode 18.th.closedcaptions_00h54m10s920ms-00h54m16s760ms.ogg]	3.4
"<img src=""Analog Squad_S01E05_Bonds and connections.th.closedcaptions_00h00m18s125ms-00h00m22s416ms.avif"">"	[ปูเป้บรรยาย] แต่รัก ก็เป็นคนที่เข้ามา - ทำให้ความคิดฉันเปลี่ยนไป	[bpùu-bpêe ban-yaai] dtɛ̀ɛ rák gɔ̂ɔ bpen khon thîi khâo maa - tham hâi khwaam-khít chǎn bplìian bpai	But Ruk was the one who came along and changed my mind.	ความคิด: thought/thinking. Mental concept	บรรยาย (ban-yaai): narrate; เปลี่ยนไป (bplìian bpai): change	[sound:Analog Squad_S01E05_Bonds and connections.th.closedcaptions_00h00m18s125ms-00h00m22s416ms.ogg]	3.4
